customer_id,signup_date,industry,company_size,region,plan_type,acquisition_channel
100427,2024-02-22,Finance,Enterprise,Northeast,Pro,Organic Search
100428,2023-06-21,Technology,Mid-Market,Northeast,Enterprise,Paid Search
100429,2024-08-07,Education,Small Business,Midwest,Enterprise,Organic Search
100430,2023-10-17,Technology,Small Business,Northeast,Basic,Direct
100431,2025-04-07,Manufacturing,Small Business,Northeast,Basic,Organic Search
100432,2025-05-21,Retail,Mid-Market,Northeast,Basic,Organic Search
100433,2024-02-23,Technology,Small Business,West,Pro,Referral
100434,2023-10-07,Finance,Mid-Market,West,Basic,Paid Search
100435,2024-10-28,Manufacturing,Mid-Market,South,Basic,Direct
100436,2025-05-21,Technology,Small Business,West,Pro,Social
100437,2023-02-01,Education,Small Business,West,Enterprise,Organic Search
100438,2025-01-25,Manufacturing,Small Business,South,Pro,Referral
100439,2024-11-25,Education,Small Business,Northeast,Basic,Paid Search
100440,2025-02-20,Finance,Enterprise,South,Pro,Referral
100441,2024-03-04,Finance,Small Business,Northeast,Pro,Social
100442,2024-09-07,Retail,Small Business,West,Pro,Social
100443,2023-02-08,Health Care,Small Business,South,Pro,Organic Search
100444,2024-06-06,Education,Mid-Market,South,Basic,Direct
100445,2025-02-13,Finance,Mid-Market,International,Basic,Paid Search
100446,2025-06-21,Education,Enterprise,West,Enterprise,Partner
100447,2024-06-10,Technology,Small Business,West,Basic,Social
100448,2025-12-05,Finance,Small Business,Midwest,Pro,Organic Search
100449,2023-07-25,Healthcare,Mid-Market,Midwest,Basic,Organic Search
100450,2023-05-27,Mfg,Enterprise,Northeast,Pro,Social
100451,2023-08-31,Retail,Small Business,West,Pro,Referral
100452,2024-10-09,Mfg,Mid-Market,South,Basic,Paid Search
100453,2024-07-02,Finance,Mid-Market,Northeast,Pro,Referral
100454,2025-11-18,Retail,Enterprise,Midwest,Pro,Referral
100455,2023-05-04,Finance,Small Business,International,Basic,Direct
100456,2024-03-07,Tech,Small Business,Northeast,Enterprise,Organic Search
100457,2023-11-20,tech,Mid-Market,South,Basic,Referral
100458,2023-03-04,Manufacturing,Enterprise,West,Enterprise,Referral
100459,2024-11-26,Finance,Small Business,South,Basic,Partner
100460,2023-02-04,Technology,Small Business,West,Pro,Partner
100461,2023-07-04,Technology,Mid-Market,Midwest,Enterprise,Paid Search
100462,2024-01-06,Healthcare,Mid-Market,South,Pro,Organic Search
100463,2024-04-30,Retail,Mid-Market,South,Basic,Partner
100464,2025-03-26,Healthcare,Small Business,Northeast,Pro,Organic Search
100465,2025-11-06,Professional Services,Small Business,West,Basic,Partner
100466,2024-05-24,Healthcare,Small Business,West,Pro,Referral
100467,2024-12-12,healthcare,Small Business,South,Pro,Partner
100468,2025-07-30,Retail,Enterprise,Midwest,Basic,Paid Search
100469,2023-12-11,Technology,Mid-Market,South,Enterprise,Organic Search
100470,2023-09-13,Manufacturing,Mid-Market,South,Basic,Social
100471,2024-10-05,Mfg,Small Business,Northeast,Basic,Social
100472,2024-05-06,Professional Services,Small Business,Northeast,Pro,Partner
100473,2023-06-28,TECH,Small Business,Northeast,Basic,Paid Search
100474,2023-03-14,Professional Services,Small Business,West,Pro,Organic Search
100475,2025-04-01,Healthcare,Small Business,South,Basic,Direct
100476,2025-11-04,Manufacturing,Enterprise,South,Basic,Organic Search
100477,2023-02-09,Technology,Small Business,Northeast,Pro,Partner
100478,2023-11-30,Retail,Mid-Market,Northeast,Pro,Referral
100479,2023-12-02,healthcare,Small Business,Midwest,Pro,Organic Search
100480,2024-08-14,tech,Small Business,South,Basic,Organic Search
100481,2023-04-25,Technology,Small Business,International,Basic,Referral
100482,2023-09-15,education,Enterprise,West,Basic,Partner
100483,2023-03-01,Finance,Small Business,West,Pro,Paid Search
100484,2023-01-03,Finance,Small Business,West,Pro,Social
100485,2023-01-21,Manufacturing,Mid-Market,South,Basic,Referral
100486,2023-08-21,Retail,Small Business,Midwest,Basic,Partner
100487,2025-02-13,Health Care,Small Business,International,Pro,Partner
100488,2025-08-16,Healthcare,Small Business,Northeast,Basic,Social
100489,2024-02-09,Retail,Small Business,Midwest,Pro,Referral
100490,2023-11-10,Retail,Enterprise,South,Pro,Referral
100491,2024-12-16,Retail,Small Business,Midwest,Basic,Referral
100492,2024-09-12,Healthcare,Enterprise,South,Pro,Direct
100493,2025-08-04,Technology,Small Business,South,Basic,Paid Search
100494,2025-01-14,Retail,Small Business,South,Pro,Paid Search
100495,2024-07-02,Education,Small Business,West,Basic,Paid Search
100496,2024-10-20,Education,Small Business,Northeast,Basic,Paid Search
100497,2023-09-02,Healthcare,Enterprise,Midwest,Basic,Paid Search
100498,2024-10-13,Finance,Small Business,West,Basic,Paid Search
100499,2025-01-02,Education,Mid-Market,Northeast,Basic,Partner
100500,2025-09-26,,Small Business,International,Basic,Referral
100501,2023-03-11,Finance,Mid-Market,South,Pro,Direct
100502,2025-01-07,Finance,Small Business,South,Enterprise,Partner
100503,2025-06-16,Technology,Small Business,International,Basic,Paid Search
100504,2024-04-18,Education,Small Business,South,Enterprise,Organic Search
100505,2024-05-10,Tech,Enterprise,South,Basic,Referral
100506,2023-03-05,Education,Small Business,Midwest,Basic,Partner
100507,2024-08-05,,Small Business,South,Basic,Direct
100508,2024-11-03,Technology,Mid-Market,West,Pro,Direct
100509,2025-02-02,Retail,Small Business,South,Pro,Organic Search
100510,2025-05-14,Education,Small Business,West,Basic,Direct
100511,2023-10-02,Professional Services,Mid-Market,South,Pro,Partner
100512,2023-08-24,Retail,Small Business,West,Pro,Partner
100513,2024-03-15,Retail,Small Business,West,Basic,Referral
100514,2023-12-17,HEALTHCARE,Small Business,International,Pro,Organic Search
100515,2023-09-23,Education,Mid-Market,Midwest,Enterprise,Paid Search
100516,2025-11-19,Healthcare,Small Business,South,Enterprise,Paid Search
100517,2023-05-08,Education,Mid-Market,West,Basic,Organic Search
100518,2025-03-13,Technology,Mid-Market,West,Basic,Direct
100519,2025-01-23,education,Small Business,Midwest,Basic,Organic Search
100520,2025-04-25,HEALTHCARE,Small Business,South,Pro,Organic Search
100521,2025-01-11,finance,Mid-Market,West,Enterprise,Organic Search
100522,2024-04-29,Finance,Small Business,West,Enterprise,Organic Search
100523,2023-11-25,professional services,Mid-Market,South,Basic,Social
100524,2025-07-21,Professional Services,Enterprise,International,Basic,Organic Search
100525,2024-02-25,Healthcare,Mid-Market,,Pro,Organic Search
100526,2024-07-18,Professional Services,Mid-Market,Northeast,Basic,Paid Search
100527,2025-09-24,manufacturing,Small Business,Midwest,Pro,Partner
100528,2025-10-21,Technology,Enterprise,West,Enterprise,Referral
100529,2025-12-06,Healthcare,Small Business,West,Basic,Paid Search
100530,2025-11-01,Tech,Small Business,South,Basic,Paid Search
100531,2024-10-05,FIN,Mid-Market,South,Basic,Direct
100532,2023-11-02,Healthcare,Mid-Market,West,Basic,Social
100533,2024-11-16,tech,Small Business,South,Pro,Organic Search
100534,2025-09-03,retail,Mid-Market,Northeast,Pro,Partner
100535,2024-03-10,Retail,Small Business,West,Pro,Organic Search
100536,2023-07-01,Finance,Mid-Market,Northeast,Pro,Direct
100537,2025-12-06,Manufacturing,Mid-Market,,Basic,Referral
100538,2023-04-29,Retail,Enterprise,International,Basic,Partner
100539,2025-01-20,Education,Mid-Market,Midwest,Enterprise,Paid Search
100540,2023-09-21,Manufacturing,Small Business,Northeast,Enterprise,Organic Search
100541,2023-10-21,Manufacturing,Mid-Market,Midwest,Pro,Direct
100542,2023-01-26,Education,Small Business,International,Basic,Direct
100543,2025-08-07,Technology,Mid-Market,South,Enterprise,Partner
100544,2025-07-12,Professional Services,Enterprise,West,Enterprise,Organic Search
100545,2023-05-01,Professional Services,Mid-Market,South,Enterprise,Organic Search
100546,2024-03-30,Manufacturing,Enterprise,West,Basic,Direct
100547,2025-03-31,education,Mid-Market,West,Basic,Referral
100548,2025-10-10,Manufacturing,Small Business,Northeast,Enterprise,Organic Search
100549,2023-02-04,Retail,Enterprise,Midwest,Basic,Organic Search
100550,2025-04-30,Manufacturing,Small Business,Midwest,Basic,Partner
100551,2025-06-06,Edu,Mid-Market,Midwest,Basic,Direct
100552,2023-03-28,Retail,Small Business,South,Basic,Direct
100553,2025-09-02,Manufacturing,Small Business,Northeast,Basic,Paid Search
100554,2024-03-19,RETAIL,Small Business,South,Basic,Partner
100555,2023-10-17,Tech,Enterprise,West,Basic,Organic Search
100556,2024-05-10,Retail,Mid-Market,Midwest,Enterprise,Paid Search
100557,2025-04-02,Manufacturing,Enterprise,West,Enterprise,Referral
100558,2025-07-19,Retail,Small Business,South,Pro,Organic Search
100559,2025-02-13,manufacturing,Mid-Market,Northeast,Enterprise,Direct
100560,2025-03-23,Finance,Small Business,West,Pro,Referral
100561,2025-04-29,TECH,Small Business,Midwest,Basic,Paid Search
100562,2025-05-01,Healthcare,Small Business,West,Basic,Direct
100563,2025-07-23,RETAIL,Mid-Market,Midwest,Pro,Referral
100564,2024-04-14,Education,Small Business,West,Basic,Organic Search
100565,2025-01-29,Manufacturing,Mid-Market,Northeast,Basic,Paid Search
100566,2025-04-22,Education,Mid-Market,South,Basic,Direct
100567,2023-04-26,Financial Services,Mid-Market,West,Pro,Referral
100568,2023-01-18,Finance,Small Business,South,Basic,Organic Search
100569,2025-12-08,Education,Small Business,Midwest,Basic,Paid Search
100570,2024-11-04,Retail,Small Business,International,Pro,Direct
100571,2024-12-04,Retail,Mid-Market,Northeast,Basic,Social
100572,2025-06-09,Technology,Mid-Market,International,Basic,Referral
100573,2025-07-09,Technology,Enterprise,West,Pro,Paid Search
100574,2024-06-07,retail,Enterprise,Midwest,Basic,Referral
100575,2023-10-15,Technology,Small Business,South,Basic,Organic Search
100576,2023-07-03,Professional Services,Enterprise,Midwest,Basic,Paid Search
100577,2025-12-13,Professional Services,Mid-Market,Midwest,Basic,Paid Search
100578,2025-06-09,Healthcare,Small Business,Midwest,Basic,Organic Search
100579,2024-10-11,Healthcare,Enterprise,Midwest,Basic,Referral
100580,2025-04-25,Tech,Small Business,International,Basic,Organic Search
100581,2023-11-10,Financial Services,Small Business,Northeast,Basic,Organic Search
100582,2023-06-29,Education,Small Business,West,Basic,Organic Search
100583,2024-02-18,Manufacturing,Small Business,West,Basic,Paid Search
100584,2024-10-24,Technology,Small Business,South,Basic,Referral
100585,2025-09-26,Education,Small Business,International,Basic,Referral
100586,2024-01-16,Technology,Mid-Market,South,Basic,Partner
100587,2023-11-18,Technology,Small Business,Midwest,Basic,Paid Search
100588,2025-05-14,Healthcare,Small Business,West,Pro,Referral
100589,2025-05-12,Education,Mid-Market,South,Basic,Paid Search
100590,2025-05-22,Technology,Small Business,West,Pro,Partner
100591,2023-04-02,Financial Services,Small Business,Midwest,Basic,Direct
100592,2024-12-12,Manufacturing,Mid-Market,South,Basic,Partner
100593,2024-11-24,Retail,Mid-Market,Northeast,Pro,Organic Search
100594,2023-11-17,Edu,Mid-Market,West,Basic,Organic Search
100595,2025-09-09,Finance,Enterprise,International,Basic,Paid Search
100596,2025-01-20,Education,Small Business,South,Basic,Social
100597,2025-11-30,Technology,Small Business,Midwest,Pro,Organic Search
100598,2023-11-08,Professional Services,Mid-Market,Midwest,Basic,Referral
100599,2025-01-05,Technology,Mid-Market,Northeast,Pro,Social
100600,2023-01-09,Technology,Mid-Market,South,Basic,Partner
100601,2023-03-02,Retail,Mid-Market,Northeast,Basic,Organic Search
100602,2023-07-03,Tech,Small Business,West,Basic,Paid Search
100603,2023-01-10,Healthcare,Small Business,Northeast,Basic,Social
100604,2024-04-05,Finance,Mid-Market,West,Pro,Referral
100605,2023-09-27,Mfg,Enterprise,West,Pro,Referral
100606,2024-08-22,RETAIL,Small Business,Northeast,Basic,Social
100607,2023-09-22,,Small Business,West,Basic,Paid Search
100608,2023-05-13,professional services,Enterprise,South,Basic,Organic Search
100609,2024-12-19,Healthcare,Small Business,Northeast,Basic,Organic Search
100610,2025-09-15,Finance,Mid-Market,South,Basic,Paid Search
100611,2023-09-24,Professional Services,Small Business,Northeast,Pro,Organic Search
100612,2023-03-07,Health Care,Small Business,Midwest,Basic,Paid Search
100613,2024-01-24,Tech,Mid-Market,South,Pro,Paid Search
100614,2025-06-14,Technology,Small Business,Northeast,Basic,Paid Search
100615,2024-08-26,Technology,Small Business,South,Basic,Social
100616,2025-05-29,Retail,Enterprise,Midwest,Basic,Paid Search
100617,2024-06-02,Technology,Small Business,Northeast,Basic,Direct
100618,2024-11-25,Retail,Small Business,West,Pro,Organic Search
100619,2024-11-16,Education,Small Business,West,Basic,Paid Search
100620,2024-08-25,Professional Services,Mid-Market,South,Enterprise,Referral
100621,2025-04-23,tech,Small Business,Northeast,Basic,Direct
100622,2025-04-20,Tech,Mid-Market,Northeast,Basic,Organic Search
100623,2023-11-08,Healthcare,Small Business,International,Enterprise,Organic Search
100624,2025-09-01,Education,Enterprise,South,Basic,Referral
100625,2024-07-26,Healthcare,Mid-Market,International,Pro,Direct
100626,2025-05-21,Retail,Small Business,Midwest,Pro,Direct
100627,2024-07-10,Tech,Mid-Market,Midwest,Basic,Paid Search
100628,2023-12-03,Healthcare,Enterprise,South,Basic,Direct
100629,2024-02-20,Retail,Small Business,West,Pro,Partner
100630,2024-12-24,Retail,Small Business,South,Enterprise,Paid Search
100631,2024-12-08,Technology,Mid-Market,South,Pro,Direct
100632,2025-01-21,Technology,Small Business,West,Basic,Social
100633,2023-10-24,Financial Services,Small Business,West,Enterprise,Referral
100634,2024-04-13,Prof Services,Small Business,South,Pro,Paid Search
100635,2024-06-01,Retail,Small Business,West,Basic,Partner
100636,2023-06-19,Professional Services,Small Business,South,Pro,Referral
100637,2024-09-20,Retail,Small Business,South,Pro,Organic Search
100638,2023-12-01,Finance,Mid-Market,Midwest,Pro,Paid Search
100639,2024-09-01,Retail,Mid-Market,Northeast,Pro,Organic Search
100640,2023-12-03,RETAIL,Small Business,West,Basic,Partner
100641,2023-12-27,Manufacturing,Mid-Market,West,Basic,Direct
100642,2025-08-28,Finance,Small Business,Midwest,Enterprise,Referral
100643,2024-02-10,Manufacturing,Small Business,,Pro,Partner
100644,2025-05-30,Healthcare,Small Business,Northeast,Basic,Organic Search
100645,2023-06-26,Retail,Small Business,South,Basic,Organic Search
100646,2025-04-19,Finance,Small Business,South,Basic,Social
100647,2025-08-09,Technology,Small Business,Northeast,Enterprise,Referral
100648,2024-01-13,Healthcare,Enterprise,South,Basic,Organic Search
100649,2024-10-08,Professional Services,Mid-Market,South,Basic,Paid Search
100650,2024-05-21,Retail,Small Business,West,Pro,Organic Search
100651,2023-10-18,Prof Services,Small Business,West,Basic,Paid Search
100652,2024-10-31,,Small Business,West,Pro,Paid Search
100653,2024-03-29,Manufacturing,Enterprise,West,Basic,Paid Search
100654,2024-04-29,retail,Small Business,West,Basic,Referral
100655,2023-06-10,,Mid-Market,Northeast,Pro,Partner
100656,2025-07-20,education,Small Business,South,Basic,Partner
100657,2025-09-21,Technology,Mid-Market,Midwest,Basic,Direct
100658,2024-05-30,Retail,Mid-Market,South,Pro,Partner
100659,2025-07-27,Technology,Small Business,West,Basic,Referral
100660,2023-07-17,Professional Services,Small Business,Midwest,Pro,Organic Search
100661,2023-05-11,Manufacturing,Small Business,South,Enterprise,Partner
100662,2024-04-25,Financial Services,Mid-Market,West,Basic,Partner
100663,2024-04-23,manufacturing,Mid-Market,International,Pro,Paid Search
100664,2023-09-13,Technology,Small Business,South,Enterprise,Paid Search
100665,2023-11-23,Health Care,Enterprise,Northeast,Pro,Referral
100666,2023-12-08,Mfg,Small Business,Midwest,Pro,Paid Search
100667,2024-10-31,Technology,Mid-Market,Northeast,Pro,Partner
100668,2025-03-26,professional services,Mid-Market,South,Pro,Social
100669,2024-05-11,Retail,Enterprise,West,Pro,Organic Search
100670,2023-12-06,Finance,Small Business,South,Pro,Paid Search
100671,2024-03-14,Technology,Mid-Market,Northeast,Enterprise,Partner
100672,2024-06-09,Professional Services,Small Business,Midwest,Enterprise,Direct
100673,2023-06-01,Professional Services,Small Business,West,Basic,Organic Search
100674,2023-12-08,TECH,Small Business,West,Basic,Organic Search
100675,2023-01-10,Edu,Small Business,South,Pro,Partner
100676,2023-08-10,manufacturing,Small Business,Northeast,Basic,Direct
100677,2025-11-08,Finance,Small Business,West,Enterprise,Partner
100678,2025-07-10,HEALTHCARE,Small Business,Midwest,Basic,Direct
100679,2025-11-12,Financial Services,Small Business,West,Basic,Partner
100680,2024-01-07,Manufacturing,Small Business,Midwest,Basic,Partner
100681,2024-02-18,Tech,Small Business,International,Basic,Referral
100682,2023-12-01,Financial Services,Enterprise,West,Pro,Organic Search
100683,2024-02-16,Technology,Mid-Market,West,Basic,Partner
100684,2024-04-06,Finance,Small Business,South,Basic,Partner
